market,profile_key,title,address,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
NYC_NY_L,google:cid:11474776953858767803,Smile Direct Club,"242 5th Ave, New York, NY 10001",exclude_non_dentist_category,"SmileDirectClub ceased global operations in December 2023, so this historical storefront is not a current patient-facing dental provider.",https://apnews.com/article/smiledirectclub-shuts-down-teeth-aligners-84ae3f8b0b5d8de5c4952208087e817a,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:9001258392962397789,Smile Direct Club,"525 Atlantic Ave, Brooklyn, NY 11217",exclude_non_dentist_category,"SmileDirectClub ceased global operations in December 2023, so this historical storefront is not a current patient-facing dental provider.",https://apnews.com/article/smiledirectclub-shuts-down-teeth-aligners-84ae3f8b0b5d8de5c4952208087e817a,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:15663490496687216379,Advantage Care Health Centers,"230 Hanse Ave, Freeport, NY 11520",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:15902478855329350188,"Advantage Care Health Centers, Brookville, Freeport","189 Wheatley Rd, Glen Head, NY 11545",include_dental_provider,Official Advantage Care dental page lists this exact location as a patient dental site.,https://www.advantagecaredtc.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
Augusta_GA_L,google:cid:2881003103519768575,ALAS Free Women's Clinic,"904 Merry St, Augusta, GA 30904",exclude_non_dentist_category,Official ALAS Women’s Clinic page matches the address and lists women’s health services rather than dental care.,https://www.alas-csra.org/womens-clinic,official_and_authoritative_web_audit,2026-09-24
Augusta_GA_L,google:cid:16620118602434899245,Centro Médico,"904 Merry St, Augusta, GA 30904",exclude_non_dentist_category,Centro Médico is the shared center/building label rather than a distinct patient dental provider profile; dental activity at the address belongs to separately named programs.,https://www.alas-csra.org/,official_and_authoritative_web_audit,2026-09-24
Augusta_GA_L,google:cid:1016625347654546775,Clínica Latina,"904 Merry St, Augusta, GA 30904",exclude_non_dentist_category,Official Clínica Latina page matches the address and lists primary medical services rather than patient dental care.,https://www.alas-csra.org/clinica-latina-1,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:11156333151333039142,"Century Medical & Dental Center | Brooklyn, Gravesend","260 Avenue X, Brooklyn, NY 11223",include_dental_provider,Official Century Medical and Dental Gravesend page matches 260 Avenue X and lists dentistry.,https://www.centurymedicaldental.com/gravesend-brooklyn-ny-11223/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:8026919671469686565,Century Medical & Dental Center | South Bronx,"425 Westchester Ave, Bronx, NY 10455",include_dental_provider,Official Century Medical and Dental Bronx page matches 425 Westchester Avenue and lists dentistry.,https://www.centurymedicaldental.com/bronx-ny-10455/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:12592558756776222246,Community Healthcare Network – Williamsburg,"94-98 Manhattan Ave, Brooklyn, NY 11206",include_dental_provider,Official CHN Williamsburg page matches the exact center and lists Dental Care.,https://www.chnnyc.org/center/chn-williamsburg/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:162871782998748986,Community Healthcare Network- Sutphin Boulevard,"97-04 Sutphin Blvd, Jamaica, NY 11435",include_dental_provider,CHN dental materials list Sutphin Boulevard at 97-04 Sutphin Blvd as a location where patients can receive dental care.,https://www.chnnyc.org/service/dental-care/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:1498220725156722538,Eisner Health - Downtown Los Angeles,"1530 S Olive St, Los Angeles, CA 90015",include_dental_provider,Official Eisner dental service evidence lists this exact clinic location for patient dental care.,https://www.eisnerhealth.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17835189435584102604,Eisner Health - Lynwood,"3680 E Imperial Hwy #200, Lynwood, CA 90262",include_dental_provider,Official Eisner dental service evidence lists this exact clinic location for patient dental care.,https://www.eisnerhealth.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17016569287748856828,Eisner Health - Sherman Oaks,"Dental Clinic Suite LL, 15477 Ventura Blvd #300, Sherman Oaks, CA 91403",include_dental_provider,Official Eisner dental service evidence lists this exact clinic location for patient dental care.,https://www.eisnerhealth.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
Buffalo_NY_L,google:cid:15855541177964720473,Evergreen Health,"800 Hertel Ave Ste 100, Buffalo, NY 14207",include_dental_provider,Official Evergreen evidence documents the dental practice at 800 Hertel Avenue.,https://www.evergreenhs.org/,official_and_authoritative_web_audit,2026-09-24
Buffalo_NY_L,google:cid:5257324846144316958,Evergreen Health,"206 S Elmwood Ave, Buffalo, NY 14201",include_dental_provider,Official Evergreen Specialty Care location evidence matches 206 S Elmwood and lists dental care.,https://www.evergreenhs.org/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:17106224640588947992,Family Health Center of Harlem,"1824 Madison Ave, New York, NY 10035",include_dental_provider,Official Institute location page identifies Family Health Center of Harlem as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:11781321278977330842,Stevenson Family Health Center,"731 White Plains Rd, Bronx, NY 10473",include_dental_provider,Official Institute location page identifies Stevenson Family Health Center as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:445069592422833706,The Institute for Family Health at Westchester Square (Open for telehealth),"1420 Ferris Pl, Bronx, NY 10461",exclude_non_dentist_category,"Official Institute location listing for Westchester Square does not include dental care, while dental is explicitly listed for other Institute sites.",https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:17125209626621041816,Urban Horizons Family Health Center,"50 E 168th St, Bronx, NY 10452",exclude_non_dentist_category,"Official Institute location listing for Urban Horizons does not include dental care, while dental is explicitly listed for other Institute sites.",https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:5364480293788529244,Walton Family Health Center,"1894 Walton Ave, Bronx, NY 10453",include_dental_provider,Official Institute location page identifies Walton Family Health Center as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6492963245042507531,MHHC at St. Ann's,"625 E 137th St #1776, Bronx, NY 10454",include_dental_provider,Official MHHC St. Ann’s location page matches 625 E 137th St and explicitly lists Dental.,https://www.mhhc.org/locations/mhhc-at-st-ann-s/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:9516528143012860758,MHHC at Vanguard,"825 E 233rd St, Bronx, NY 10466",include_dental_provider,Official MHHC location and dental evidence identifies Vanguard as a patient dental location.,https://www.mhhc.org/our-services/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:3164012872835746003,MHHC at Walton,"25 E 183rd St, Bronx, NY 10453",include_dental_provider,Official MHHC location and dental evidence identifies Walton as a patient dental location.,https://www.mhhc.org/our-services/dental-care/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:16423535341868293306,BronxCare - Ogden Family Medical and Dental,"1067 Ogden Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:6226833835766794545,BronxCare Third Avenue Medical and Dental Practice,"2739 3rd Ave, Bronx, NY 10451",include_dental_provider,Official BronxCare location evidence matches this Medical and Dental practice and lists patient dental services.,https://www.mlkhealthcenter.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:14029482900807417077,Jack Martin Fund Clinic,"158 W 124th St, New York, NY 10027",include_dental_provider,Official Mount Sinai Jack Martin Fund Clinic page matches the address and lists dental care among patient services.,https://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/jack-martin-fund-clinic,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:7511299405233410581,Mount Sinai Queens-Family Health,"31-60 21st St, Astoria, NY 11106",exclude_non_dentist_category,Official Mount Sinai Queens Family Health page lists medical services for this exact facility and does not identify a patient dental service.,https://www.mountsinai.org/locations/queens/facilities/medical/family-health-associates,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:14729043579708094485,Dr. Donald Tanenbaum,"630 5th Ave Ste. 1857, New York, NY 10111",include_dental_provider,Official NYTMJ site identifies Donald Tanenbaum DDS and patient TMJ/orofacial pain treatment at the exact 630 Fifth Avenue office.,https://www.nytmj.com/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:12702828959288087172,"New York TMJ & Orofacial Pain (NY, NY 5th Ave)","630 5th Ave Ste. 1857, New York, NY 10111",include_dental_provider,Official NYTMJ site identifies Donald Tanenbaum DDS and patient TMJ/orofacial pain treatment at the exact 630 Fifth Avenue office.,https://www.nytmj.com/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:10021466510923515615,Saban Community Clinic,"8405 Beverly Blvd, Los Angeles, CA 90048",include_dental_provider,Official Saban location evidence matches 8405 Beverly Boulevard and lists dental clinic hours.,https://www.sabancommunityclinic.org/locations/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:6573524519892687095,Saban Community Clinic - Virgil,"137 Virgil Ave, Los Angeles, CA 90004",include_dental_provider,Official Saban Virgil location page matches the address and lists dental clinic hours.,https://www.sabancommunityclinic.org/locations/virgil-family-health-center/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:14004486374216899848,To Help Everyone - La Brea Health Center,"3721 S La Brea Ave, Los Angeles, CA 90016",include_dental_provider,County and provider evidence match 3721 S La Brea Avenue and identify patient dental services at this exact health center.,https://ccalac.org/member-clinics/t-h-e-health-and-wellness-centers/,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:10095274009169916734,To Help Everyone - Lennox Health Center,"10223 Firmona Ave, Lennox, CA 90304",include_dental_provider,Los Angeles County dental resources match 10223 Firmona Avenue and identify patient dental care at the Lennox center.,https://file.lacounty.gov/dhs/cms1_201024.pdf,official_and_authoritative_web_audit,2026-09-24
LA_CA_L,google:cid:17977013904022740629,To Help Everyone - Western Health Center,"3834 S Western Ave, Los Angeles, CA 90062",include_dental_provider,"Patient dental directory evidence matches 3834 S Western Avenue and identifies dental exams, cleaning and fillings at this center.",https://aplahealth.org/wp-content/uploads/2024/10/Women_HIV_Directory.pdf,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:10390034255530110063,Union Community Health Center - (188th St.),"260 E 188th St, Bronx, NY 10458",include_dental_provider,Official Union Community Health Center evidence identifies this exact Bronx location as providing patient dental care.,https://www.uchcbronx.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:4935697797244785263,Union Community Health Center - (2021 Grand Concourse),"2021 Grand Concourse, Bronx, NY 10453",include_dental_provider,Official Union Community Health Center evidence identifies this exact Bronx location as providing patient dental care.,https://www.uchcbronx.org/services/dental/,official_and_authoritative_web_audit,2026-09-24

